J’,Par,N’,J’’,Par’’,N’’,Frequency,State’,V’,Lambda’,Sigma’,Omega’,State’’,V’’,Lambda’’,Sigma’’,Omega’’,Weight
2.5,-,20,3.5,+,1,13612.31,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
2.5,+,20,3.5,-,1,13641.04,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
2.5,+,20,2.5,-,1,13641.52,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
2.5,-,20,2.5,+,1,13662.9,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
2.5,-,20,1.5,+,1,13663.12,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
2.5,+,20,1.5,-,1,13677.59,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
2.5,-,20,3.5,+,1,13313.84,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
2.5,+,20,3.5,-,1,13354.59,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
2.5,+,20,2.5,-,1,13355,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
2.5,-,20,2.5,+,1,13364.23,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
2.5,-,20,1.5,+,1,13364.53,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
2.5,+,20,1.5,-,1,13390.83,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,+,20,4.5,-,1,13601.89,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
3.5,-,20,4.5,+,1,13637.64,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,-,20,3.5,+,1,13638.25,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,+,20,3.5,-,1,13666.73,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
3.5,+,20,2.5,-,1,13667.26,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
3.5,-,20,2.5,+,1,13688.67,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
3.5,+,20,4.5,-,1,13301.31,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,-,20,4.5,+,1,13353.13,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,-,20,3.5,+,1,13353.7,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
3.5,+,20,3.5,-,1,13366.07,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,+,20,2.5,-,1,13366.5,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
3.5,-,20,2.5,+,1,13404.07,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,-,20,5.5,+,1,13591.53,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
4.5,+,20,5.5,-,1,13634.53,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,+,20,4.5,-,1,13635.1,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,-,20,4.5,+,1,13670.68,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
4.5,-,20,3.5,+,1,13671.21,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
4.5,+,20,3.5,-,1,13699.99,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
4.5,-,20,5.5,+,1,13288.91,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,+,20,5.5,-,1,13351.76,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,+,20,4.5,-,1,13352.45,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
4.5,-,20,4.5,+,1,13368.01,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,-,20,3.5,+,1,13368.54,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
4.5,+,20,3.5,-,1,13417.27,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,+,20,6.5,-,1,13581.18,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
5.5,-,20,6.5,+,1,13631.26,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,-,20,5.5,+,1,13632.1,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,+,20,5.5,-,1,13674.57,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
5.5,+,20,4.5,-,1,13675.32,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
5.5,-,20,4.5,+,1,13711.26,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
5.5,+,20,6.5,-,1,13276.65,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,-,20,6.5,+,1,13350.44,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,-,20,5.5,+,1,13351.23,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
5.5,+,20,5.5,-,1,13370.05,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,+,20,4.5,-,1,13370.66,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
5.5,-,20,4.5,+,1,13430.25,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,-,20,7.5,+,1,13570.98,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
6.5,+,20,7.5,-,1,13628.2,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,+,20,6.5,-,1,13629.2,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,-,20,6.5,+,1,13678.73,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
6.5,-,20,5.5,+,1,13679.52,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
6.5,+,20,5.5,-,1,13722.67,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
6.5,-,20,7.5,+,1,13264.52,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,+,20,7.5,-,1,13349.1,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,+,20,6.5,-,1,13350.07,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
6.5,-,20,6.5,+,1,13372.17,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,-,20,5.5,+,1,13373.03,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
6.5,+,20,5.5,-,1,13443.47,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,+,20,8.5,-,1,13560.91,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
7.5,-,20,8.5,+,1,13625.36,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,-,20,7.5,+,1,13626.44,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,+,20,7.5,-,1,13682.84,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
7.5,+,20,6.5,-,1,13683.75,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
7.5,-,20,6.5,+,1,13734.14,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
7.5,+,20,8.5,-,1,13252.58,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,-,20,8.5,+,1,13347.85,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,-,20,7.5,+,1,13348.94,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
7.5,+,20,7.5,-,1,13374.42,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,+,20,6.5,-,1,13375.33,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
7.5,-,20,6.5,+,1,13456.56,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,-,20,9.5,+,1,13551,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
8.5,+,20,9.5,-,1,13622.66,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,+,20,8.5,-,1,13623.87,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,-,20,8.5,+,1,13686.98,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
8.5,-,20,7.5,+,1,13688.04,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
8.5,+,20,7.5,-,1,13745.59,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
8.5,-,20,9.5,+,1,13240.73,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,+,20,9.5,-,1,13346.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,+,20,8.5,-,1,13347.85,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
8.5,-,20,8.5,+,1,13376.77,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,-,20,7.5,+,1,13377.83,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
8.5,+,20,7.5,-,1,13469.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,+,20,10.5,-,1,13541.09,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
9.5,-,20,10.5,+,1,13620.06,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,-,20,9.5,+,1,13621.28,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,+,20,9.5,-,1,13691.23,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
9.5,+,20,8.5,-,1,13692.44,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
9.5,-,20,8.5,+,1,13757.03,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
9.5,+,20,10.5,-,1,13229.11,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,-,20,10.5,+,1,13345.45,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,-,20,9.5,+,1,13346.64,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
9.5,+,20,9.5,-,1,13379.24,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,+,20,8.5,-,1,13380.36,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
9.5,-,20,8.5,+,1,13482.66,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
10.5,-,20,11.5,+,1,13531.41,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
10.5,+,20,11.5,-,1,13617.66,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,+,20,10.5,-,1,13619.06,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,-,20,10.5,+,1,13695.57,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
10.5,-,20,9.5,+,1,13696.86,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
10.5,+,20,9.5,-,1,13769.18,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
10.5,-,20,11.5,+,1,13217.71,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
10.5,+,20,11.5,-,1,13344.24,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,+,20,10.5,-,1,13345.61,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
10.5,-,20,10.5,+,1,13381.8,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
10.5,-,20,9.5,+,1,13383.13,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
10.5,+,20,9.5,-,1,13495.69,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,+,20,12.5,-,1,13521.87,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
11.5,-,20,12.5,+,1,13615.5,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,-,20,11.5,+,1,13616.97,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,+,20,11.5,-,1,13699.99,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
11.5,+,20,10.5,-,1,13701.38,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
11.5,-,20,10.5,+,1,13781.13,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
11.5,+,20,12.5,-,1,13206.46,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,-,20,12.5,+,1,13343.03,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,-,20,11.5,+,1,13344.57,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
11.5,+,20,11.5,-,1,13384.52,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,+,20,10.5,-,1,13385.94,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
11.5,-,20,10.5,+,1,13508.67,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,-,20,13.5,+,1,13512.44,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
12.5,+,20,13.5,-,1,13613.33,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,+,20,12.5,-,1,13615.04,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,-,20,12.5,+,1,13704.43,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
12.5,-,20,11.5,+,1,13706.02,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
12.5,+,20,11.5,-,1,13793.19,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
12.5,-,20,13.5,+,1,13195.4,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,+,20,13.5,-,1,13341,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,+,20,12.5,-,1,13343.48,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
12.5,-,20,12.5,+,1,13387.38,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,-,20,11.5,+,1,13388.95,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
12.5,+,20,11.5,-,1,13521.41,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,+,20,14.5,-,1,13503.28,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
13.5,-,20,14.5,+,1,13611.66,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,-,20,13.5,+,1,13613.33,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,+,20,13.5,-,1,13708.98,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
13.5,+,20,12.5,-,1,13710.63,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
13.5,-,20,12.5,+,1,13804.89,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
13.5,+,20,14.5,-,1,13184.56,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,-,20,14.5,+,1,13340.66,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,-,20,13.5,+,1,13342.4,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
13.5,+,20,13.5,-,1,13390.41,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,+,20,12.5,-,1,13391.99,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
13.5,-,20,12.5,+,1,13534.2,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,-,20,15.5,+,1,13494.18,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
14.5,+,20,15.5,-,1,13609.59,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,+,20,14.5,-,1,13611.8,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,-,20,14.5,+,1,13713.62,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
14.5,-,20,13.5,+,1,13715.35,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
14.5,+,20,13.5,-,1,13817.61,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
14.5,-,20,15.5,+,1,13173.99,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,+,20,15.5,-,1,13339.43,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
14.5,+,20,14.5,-,1,13341.32,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
14.5,-,20,14.5,+,1,13393.46,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,-,20,13.5,+,1,13395.2,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
14.5,+,20,13.5,-,1,13546.93,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,+,20,16.5,-,1,13485.21,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
15.5,-,20,16.5,+,1,13608.75,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,-,20,15.5,+,1,13610.58,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,+,20,15.5,-,1,13718.31,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
15.5,+,20,14.5,-,1,13720.19,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
15.5,-,20,14.5,+,1,13829.95,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
15.5,+,20,16.5,-,1,13163.62,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,-,20,16.5,+,1,13338.2,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
15.5,-,20,15.5,+,1,13340.22,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
15.5,+,20,15.5,-,1,13396.76,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,+,20,14.5,-,1,13398.58,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
15.5,-,20,14.5,+,1,13559.53,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,-,20,17.5,+,1,13476.56,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
16.5,+,20,17.5,-,1,13607.39,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,+,20,16.5,-,1,13609.59,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,-,20,16.5,+,1,13723.02,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
16.5,-,20,15.5,+,1,13725.11,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
16.5,+,20,15.5,-,1,13842.58,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
16.5,-,20,17.5,+,1,13153.48,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,+,20,17.5,-,1,13336.94,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
16.5,+,20,16.5,-,1,13339.13,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
16.5,-,20,16.5,+,1,13400.09,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,-,20,15.5,+,1,13402.09,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
16.5,+,20,15.5,-,1,13572,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,+,20,18.5,-,1,13468.04,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
17.5,-,20,18.5,+,1,13606.53,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,-,20,17.5,+,1,13608.75,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,+,20,17.5,-,1,13727.94,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
17.5,+,20,16.5,-,1,13730.09,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
17.5,-,20,16.5,+,1,13855.25,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
17.5,+,20,18.5,-,1,13113.6,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,-,20,18.5,+,1,13335.73,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
17.5,-,20,17.5,+,1,13338.03,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
17.5,+,20,17.5,-,1,13403.59,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,+,20,16.5,-,1,13405.71,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
17.5,-,20,16.5,+,1,13584.38,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
18.5,-,20,19.5,+,1,13459.7,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,+,20,19.5,-,1,13605.87,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,+,20,18.5,-,1,13608.16,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,-,20,18.5,+,1,13732.88,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,-,20,17.5,+,1,13735.15,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
18.5,+,20,17.5,-,1,13868.11,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
18.5,-,20,19.5,+,1,13134,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
18.5,+,20,19.5,-,1,13334.52,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
18.5,+,20,18.5,-,1,13316.94,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
18.5,-,20,18.5,+,1,13417.27,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
18.5,-,20,17.5,+,1,13409.48,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
18.5,+,20,17.5,-,1,13596.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,+,20,20.5,-,1,13451.69,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,-,20,20.5,+,1,13605.44,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,-,20,19.5,+,1,13607.92,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,+,20,19.5,-,1,13737.9,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,+,20,18.5,-,1,13740.28,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
19.5,-,20,18.5,+,1,13881.09,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
19.5,+,20,20.5,-,1,13124.65,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,-,20,20.5,+,1,13333.29,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,-,20,19.5,+,1,13335.73,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
19.5,+,20,19.5,-,1,13411.05,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,+,20,18.5,-,1,13413.39,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
19.5,-,20,18.5,+,1,13608.75,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,-,20,21.5,+,1,13443.69,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,+,20,21.5,-,1,13605.44,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,+,20,20.5,-,1,13607.92,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,-,20,20.5,+,1,13743.06,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,-,20,19.5,+,1,13745.59,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
20.5,+,20,19.5,-,1,13894.32,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
20.5,-,20,21.5,+,1,13115.46,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,+,20,21.5,-,1,13332.02,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,+,20,20.5,-,1,13334.52,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
20.5,-,20,20.5,+,1,13414.99,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,-,20,19.5,+,1,13417.41,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
20.5,+,20,19.5,-,1,13620.82,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,+,20,22.5,-,1,13436.06,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,-,20,22.5,+,1,13605.44,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,-,20,21.5,+,1,13608.16,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,+,20,21.5,-,1,13748.22,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,+,20,20.5,-,1,13750.85,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
21.5,-,20,20.5,+,1,13907.6,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
21.5,+,20,22.5,-,1,13106.72,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,-,20,22.5,+,1,13330.72,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,-,20,21.5,+,1,13333.29,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
21.5,+,20,21.5,-,1,13419.07,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,+,20,20.5,-,1,13421.64,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
21.5,-,20,20.5,+,1,13632.67,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,-,20,23.5,+,1,13428.61,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,+,20,22.5,-,1,13608.75,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,-,20,22.5,+,1,13753.6,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,-,20,21.5,+,1,13756.27,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
22.5,+,20,21.5,-,1,13921.11,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
22.5,-,20,23.5,+,1,13098.18,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,+,20,23.5,-,1,13329.45,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,+,20,22.5,-,1,13332.14,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
22.5,-,20,22.5,+,1,13423.3,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,-,20,21.5,+,1,13425.94,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
22.5,+,20,21.5,-,1,13644.4,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
23.5,+,20,24.5,-,1,13421.07,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,-,20,23.5,+,1,13609.59,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,+,20,23.5,-,1,13758.98,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,+,20,22.5,-,1,13761.71,3,0,1,-0.5,1.5,1,0,0,-0.5,-0.5,1
23.5,-,20,22.5,+,1,13934.75,3,0,-1,0.5,-1.5,1,0,0,0.5,0.5,1
23.5,+,20,24.5,-,1,13089.86,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
23.5,-,20,24.5,+,1,13328.12,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,-,20,23.5,+,1,13331.04,3,0,-1,-0.5,-0.5,1,0,0,0.5,0.5,1
23.5,+,20,23.5,-,1,13427.69,3,0,1,0.5,0.5,1,0,0,-0.5,-0.5,1
